session_id,user_id,session_date,landing_page,utm_source,utm_campaign,pageviews,conversions
S02245,U0106,2025-08-11,/blog,,,3,0
S02246,U0463,2025-08-11,/,,,9,0
S02247,U0004,2025-08-11,/solutions,google,brand-q3,6,0
S02248,U0483,2025-08-11,/blog,facebook,top-q3,8,0
S02249,U0426,2025-08-11,/solutions,linkedin,abm-q3,2,0
S02250,U0471,2025-08-11,/,twitter,test-q3,7,0
S02251,U0045,2025-08-11,/pricing,linkedin,abm-q3,2,1
S02252,U0412,2025-08-11,/,linkedin,cxo-q3,2,0
S02253,U0260,2025-08-11,/demo,linkedin,abm-q3,8,0
S02254,U0263,2025-08-11,/enterprise,google,demo-q3,6,1
S02255,U0020,2025-08-11,/solutions,google,demo-q3,9,0
S02256,U0431,2025-08-11,/blog,google,brand-q3,1,0
S02257,U0301,2025-08-11,/solutions,linkedin,cxo-q3,4,0
S02258,U0078,2025-08-11,/solutions,google,exp-q3,8,0
S02259,U0102,2025-08-11,/enterprise,google,demo-q3,9,1
S02260,U0384,2025-08-11,/pricing,google,brand-q3,7,0
S02261,U0286,2025-08-11,/blog,linkedin,cxo-q3,3,0
S02262,U0353,2025-08-11,/demo,organic,,7,0
S02263,U0121,2025-08-11,/enterprise,facebook,retarget-q3,8,0
S02264,U0489,2025-08-11,/pricing,linkedin,abm-q3,4,1
S02265,U0343,2025-08-11,/solutions,twitter,test-q3,7,0
S02266,U0279,2025-08-11,/solutions,linkedin,abm-q3,2,0
S02267,U0494,2025-08-11,/demo,facebook,top-q3,8,0
S02268,U0340,2025-08-11,/solutions,google,demo-q3,3,0
S02269,U0164,2025-08-11,/enterprise,google,demo-q3,6,0
S02270,U0361,2025-08-11,/pricing,twitter,test-q3,8,0
S02271,U0352,2025-08-11,/pricing,google,brand-q3,5,0
S02272,U0111,2025-08-11,/solutions,google,brand-q3,9,0
S02273,U0134,2025-08-11,/enterprise,facebook,retarget-q3,7,0
S02274,U0227,2025-08-11,/solutions,facebook,top-q3,5,1
S02275,U0138,2025-08-11,/solutions,linkedin,cxo-q3,6,0
S02276,U0024,2025-08-11,/demo,twitter,test-q3,7,0
S02277,U0449,2025-08-11,/pricing,,,4,0
S02278,U0057,2025-08-11,/blog,organic,,6,0
S02279,U0277,2025-08-11,/,google,brand-q3,7,0
S02280,U0361,2025-08-11,/demo,facebook,retarget-q3,9,0
S02281,U0026,2025-08-11,/blog,linkedin,cxo-q3,6,0
S02282,U0081,2025-08-11,/blog,facebook,top-q3,4,0
S02283,U0083,2025-08-11,/demo,facebook,retarget-q3,7,0
S02284,U0376,2025-08-11,/pricing,google,brand-q3,1,0
S02285,U0387,2025-08-11,/blog,google,demo-q3,9,0
S02286,U0249,2025-08-11,/,google,exp-q3,5,0
S02287,U0118,2025-08-11,/enterprise,linkedin,cxo-q3,1,0
S02288,U0064,2025-08-11,/solutions,facebook,top-q3,3,0
S02289,U0449,2025-08-11,/demo,google,demo-q3,2,0
S02290,U0370,2025-08-11,/enterprise,facebook,top-q3,1,0
S02291,U0426,2025-08-11,/blog,organic,,3,0
S02292,U0302,2025-08-11,/solutions,linkedin,cxo-q3,10,1
S02293,U0402,2025-08-11,/demo,facebook,top-q3,9,0
S02294,U0155,2025-08-11,/demo,twitter,test-q3,4,0
S02295,U0497,2025-08-11,/enterprise,organic,,8,0
S02296,U0220,2025-08-11,/,linkedin,cxo-q3,7,0
S02297,U0248,2025-08-11,/demo,,,9,0
S02298,U0009,2025-08-11,/solutions,facebook,top-q3,6,0
S02299,U0366,2025-08-11,/,twitter,test-q3,4,0
S02300,U0013,2025-08-11,/solutions,linkedin,cxo-q3,8,0
S02301,U0289,2025-08-11,/,linkedin,abm-q3,6,0
S02302,U0323,2025-08-11,/,google,demo-q3,9,0
S02303,U0443,2025-08-11,/solutions,organic,,4,0
S02304,U0207,2025-08-11,/blog,twitter,test-q3,9,0
S02305,U0291,2025-08-11,/pricing,google,brand-q3,8,0
S02306,U0160,2025-08-11,/enterprise,facebook,retarget-q3,3,0
S02307,U0290,2025-08-12,/blog,facebook,top-q3,1,0
S02308,U0108,2025-08-12,/blog,twitter,test-q3,9,0
S02309,U0492,2025-08-12,/enterprise,linkedin,cxo-q3,6,0
S02310,U0248,2025-08-12,/blog,,,2,1
S02311,U0218,2025-08-12,/enterprise,google,demo-q3,7,0
S02312,U0007,2025-08-12,/pricing,,,2,0
S02313,U0225,2025-08-12,/,google,brand-q3,7,0
S02314,U0321,2025-08-12,/blog,twitter,test-q3,3,0
S02315,U0281,2025-08-12,/solutions,facebook,top-q3,1,0
S02316,U0223,2025-08-12,/demo,linkedin,abm-q3,9,0
S02317,U0456,2025-08-12,/demo,organic,,3,0
S02318,U0268,2025-08-12,/enterprise,linkedin,cxo-q3,10,1
S02319,U0191,2025-08-12,/blog,organic,,5,0
S02320,U0108,2025-08-12,/demo,google,exp-q3,3,0
S02321,U0425,2025-08-12,/solutions,google,brand-q3,6,0
S02322,U0077,2025-08-12,/solutions,google,demo-q3,1,0
S02323,U0097,2025-08-12,/pricing,google,demo-q3,9,0
S02324,U0049,2025-08-12,/,organic,,8,0
S02325,U0035,2025-08-12,/demo,,,4,0
S02326,U0008,2025-08-12,/pricing,linkedin,abm-q3,5,0
S02327,U0445,2025-08-12,/solutions,organic,,5,0
S02328,U0393,2025-08-12,/solutions,linkedin,abm-q3,9,0
S02329,U0338,2025-08-12,/pricing,google,demo-q3,10,0
S02330,U0375,2025-08-12,/pricing,linkedin,abm-q3,3,0
S02331,U0053,2025-08-12,/pricing,,,10,0
S02332,U0197,2025-08-12,/demo,organic,,10,0
S02333,U0495,2025-08-12,/enterprise,organic,,8,0
S02334,U0002,2025-08-12,/pricing,linkedin,cxo-q3,2,1
S02335,U0315,2025-08-12,/pricing,google,exp-q3,3,0
S02336,U0001,2025-08-12,/demo,google,demo-q3,1,0
S02337,U0414,2025-08-12,/solutions,facebook,top-q3,8,0
S02338,U0257,2025-08-12,/,linkedin,cxo-q3,9,0
S02339,U0397,2025-08-12,/solutions,twitter,test-q3,6,0
S02340,U0268,2025-08-12,/demo,,,2,1
S02341,U0432,2025-08-12,/pricing,google,exp-q3,5,0
S02342,U0431,2025-08-12,/solutions,,,8,0
S02343,U0404,2025-08-12,/demo,google,demo-q3,9,1
S02344,U0334,2025-08-12,/demo,google,exp-q3,1,1
S02345,U0438,2025-08-12,/solutions,facebook,retarget-q3,7,0
S02346,U0287,2025-08-12,/pricing,facebook,top-q3,6,0
S02347,U0383,2025-08-12,/,linkedin,cxo-q3,8,0
S02348,U0100,2025-08-12,/,organic,,5,0
S02349,U0467,2025-08-12,/demo,linkedin,abm-q3,9,1
S02350,U0311,2025-08-12,/demo,google,brand-q3,5,0
S02351,U0204,2025-08-12,/,linkedin,abm-q3,5,0
S02352,U0498,2025-08-12,/blog,google,brand-q3,8,2
S02353,U0324,2025-08-12,/solutions,twitter,test-q3,3,0
S02354,U0448,2025-08-12,/enterprise,,,2,0
S02355,U0015,2025-08-12,/blog,google,exp-q3,3,1
S02356,U0068,2025-08-12,/,facebook,top-q3,2,0
S02357,U0327,2025-08-12,/enterprise,google,brand-q3,6,0
S02358,U0279,2025-08-12,/demo,linkedin,cxo-q3,10,0
S02359,U0171,2025-08-12,/enterprise,facebook,retarget-q3,3,1
S02360,U0301,2025-08-12,/enterprise,facebook,retarget-q3,9,0
S02361,U0341,2025-08-12,/solutions,facebook,top-q3,1,0
S02362,U0423,2025-08-12,/blog,google,exp-q3,5,0
S02363,U0228,2025-08-12,/,linkedin,abm-q3,10,0
S02364,U0259,2025-08-12,/solutions,google,exp-q3,1,0
S02365,U0288,2025-08-12,/demo,google,demo-q3,6,0
S02366,U0429,2025-08-12,/enterprise,google,demo-q3,10,1
S02367,U0046,2025-08-12,/,google,demo-q3,3,0
S02368,U0096,2025-08-12,/demo,organic,,1,0
S02369,U0404,2025-08-12,/,linkedin,cxo-q3,6,0
S02370,U0450,2025-08-12,/enterprise,linkedin,cxo-q3,5,0
S02371,U0329,2025-08-12,/pricing,google,exp-q3,5,0
S02372,U0362,2025-08-12,/demo,google,exp-q3,5,0
S02373,U0162,2025-08-12,/solutions,linkedin,cxo-q3,4,0
S02374,U0103,2025-08-12,/pricing,linkedin,abm-q3,5,0
S02375,U0136,2025-08-12,/,twitter,test-q3,6,0
S02376,U0179,2025-08-12,/enterprise,,,8,0
S02377,U0352,2025-08-12,/pricing,google,brand-q3,10,0
S02378,U0276,2025-08-12,/blog,linkedin,cxo-q3,7,0
S02379,U0416,2025-08-12,/enterprise,linkedin,abm-q3,4,0
S02380,U0496,2025-08-12,/blog,,,5,0
S02381,U0108,2025-08-13,/demo,linkedin,cxo-q3,8,0
S02382,U0473,2025-08-13,/,,,3,0
S02383,U0240,2025-08-13,/blog,facebook,retarget-q3,6,0
S02384,U0338,2025-08-13,/blog,google,brand-q3,6,0
S02385,U0323,2025-08-13,/demo,google,brand-q3,3,0
S02386,U0172,2025-08-13,/demo,google,demo-q3,3,1
S02387,U0157,2025-08-13,/pricing,twitter,test-q3,9,0
S02388,U0012,2025-08-13,/solutions,organic,,8,0
S02389,U0356,2025-08-13,/solutions,facebook,top-q3,8,0
S02390,U0130,2025-08-13,/enterprise,facebook,retarget-q3,10,0
S02391,U0348,2025-08-13,/solutions,linkedin,abm-q3,1,2
S02392,U0450,2025-08-13,/pricing,,,2,0
S02393,U0397,2025-08-13,/demo,organic,,7,0
S02394,U0084,2025-08-13,/blog,google,exp-q3,5,1
S02395,U0495,2025-08-13,/enterprise,,,4,1
S02396,U0291,2025-08-13,/pricing,google,exp-q3,6,0
S02397,U0028,2025-08-13,/,linkedin,abm-q3,3,0
S02398,U0235,2025-08-13,/solutions,google,exp-q3,8,0
S02399,U0076,2025-08-13,/pricing,google,exp-q3,5,0
S02400,U0095,2025-08-13,/pricing,linkedin,cxo-q3,7,0
S02401,U0126,2025-08-13,/pricing,,,6,0
S02402,U0082,2025-08-13,/demo,google,demo-q3,8,0
S02403,U0202,2025-08-13,/enterprise,linkedin,cxo-q3,8,0
S02404,U0426,2025-08-13,/solutions,linkedin,cxo-q3,2,0
S02405,U0163,2025-08-13,/pricing,facebook,top-q3,6,1
S02406,U0420,2025-08-13,/enterprise,facebook,top-q3,10,0
S02407,U0037,2025-08-13,/demo,twitter,test-q3,10,0
S02408,U0454,2025-08-13,/blog,google,exp-q3,4,0
S02409,U0175,2025-08-13,/blog,google,brand-q3,10,0
S02410,U0204,2025-08-13,/,linkedin,cxo-q3,3,0
S02411,U0023,2025-08-13,/pricing,linkedin,abm-q3,7,0
S02412,U0197,2025-08-13,/enterprise,google,exp-q3,7,0
S02413,U0160,2025-08-13,/solutions,twitter,test-q3,1,0
S02414,U0489,2025-08-13,/solutions,google,exp-q3,3,0
S02415,U0265,2025-08-13,/,twitter,test-q3,2,0
S02416,U0376,2025-08-13,/,facebook,top-q3,1,0
S02417,U0066,2025-08-13,/blog,,,7,0
S02418,U0006,2025-08-13,/solutions,facebook,top-q3,7,0
S02419,U0156,2025-08-13,/solutions,linkedin,abm-q3,2,0
S02420,U0411,2025-08-13,/solutions,,,6,0
S02421,U0365,2025-08-13,/demo,,,6,0
S02422,U0092,2025-08-13,/solutions,,,7,1
S02423,U0041,2025-08-13,/pricing,google,brand-q3,6,1
S02424,U0363,2025-08-13,/blog,linkedin,abm-q3,4,0
S02425,U0315,2025-08-13,/enterprise,twitter,test-q3,7,0
S02426,U0145,2025-08-13,/,google,demo-q3,8,0
S02427,U0026,2025-08-13,/blog,facebook,retarget-q3,5,0
S02428,U0346,2025-08-13,/demo,google,brand-q3,9,0
S02429,U0151,2025-08-13,/demo,facebook,top-q3,1,0
S02430,U0153,2025-08-13,/enterprise,google,brand-q3,10,0
S02431,U0375,2025-08-13,/,,,7,0
S02432,U0044,2025-08-13,/blog,google,demo-q3,3,0
S02433,U0325,2025-08-13,/solutions,facebook,top-q3,5,0
S02434,U0235,2025-08-13,/enterprise,organic,,4,1
S02435,U0463,2025-08-13,/enterprise,,,10,0
S02436,U0040,2025-08-13,/demo,facebook,retarget-q3,1,0
S02437,U0371,2025-08-13,/enterprise,google,demo-q3,7,0
S02438,U0372,2025-08-13,/,facebook,retarget-q3,5,0
S02439,U0012,2025-08-13,/pricing,linkedin,abm-q3,2,0
S02440,U0222,2025-08-13,/,linkedin,cxo-q3,10,0
S02441,U0156,2025-08-13,/blog,,,9,1
S02442,U0125,2025-08-13,/enterprise,google,brand-q3,6,0
S02443,U0111,2025-08-13,/solutions,linkedin,abm-q3,3,0
S02444,U0344,2025-08-13,/,organic,,7,1
S02445,U0348,2025-08-13,/demo,linkedin,abm-q3,1,0
S02446,U0010,2025-08-13,/solutions,google,exp-q3,5,0
S02447,U0307,2025-08-13,/enterprise,facebook,retarget-q3,2,0
S02448,U0010,2025-08-13,/enterprise,facebook,retarget-q3,4,0
S02449,U0148,2025-08-13,/enterprise,organic,,8,0
S02450,U0326,2025-08-13,/blog,facebook,retarget-q3,9,0
S02451,U0477,2025-08-13,/blog,google,brand-q3,6,0
S02452,U0178,2025-08-13,/solutions,google,exp-q3,8,1
S02453,U0256,2025-08-13,/pricing,,,3,0
S02454,U0131,2025-08-13,/solutions,google,brand-q3,10,1
S02455,U0324,2025-08-13,/solutions,,,6,0
S02456,U0383,2025-08-13,/blog,facebook,retarget-q3,5,0
S02457,U0162,2025-08-13,/solutions,twitter,test-q3,1,0
S02458,U0300,2025-08-13,/pricing,organic,,6,0
S02459,U0213,2025-08-13,/,linkedin,abm-q3,9,0
S02460,U0193,2025-08-14,/blog,google,exp-q3,7,0
S02461,U0436,2025-08-14,/,google,demo-q3,7,0
S02462,U0057,2025-08-14,/blog,linkedin,abm-q3,3,1
S02463,U0393,2025-08-14,/enterprise,facebook,top-q3,9,0
S02464,U0385,2025-08-14,/pricing,facebook,top-q3,10,0
S02465,U0395,2025-08-14,/demo,google,demo-q3,6,0
S02466,U0273,2025-08-14,/solutions,linkedin,cxo-q3,7,0
S02467,U0238,2025-08-14,/demo,twitter,test-q3,3,1
S02468,U0091,2025-08-14,/solutions,linkedin,abm-q3,1,0
S02469,U0172,2025-08-14,/solutions,google,exp-q3,2,0
S02470,U0335,2025-08-14,/solutions,facebook,top-q3,7,0
S02471,U0015,2025-08-14,/blog,linkedin,cxo-q3,3,0
S02472,U0258,2025-08-14,/,organic,,10,0
S02473,U0485,2025-08-14,/,facebook,retarget-q3,10,0
S02474,U0292,2025-08-14,/enterprise,twitter,test-q3,2,1
S02475,U0012,2025-08-14,/enterprise,organic,,7,0
S02476,U0443,2025-08-14,/pricing,google,exp-q3,8,0
S02477,U0448,2025-08-14,/pricing,google,exp-q3,8,1
S02478,U0472,2025-08-14,/pricing,facebook,retarget-q3,3,0
S02479,U0458,2025-08-14,/,linkedin,cxo-q3,10,0
S02480,U0126,2025-08-14,/enterprise,organic,,8,2
S02481,U0408,2025-08-14,/pricing,twitter,test-q3,9,0
S02482,U0412,2025-08-14,/blog,facebook,retarget-q3,3,0
S02483,U0370,2025-08-14,/,google,brand-q3,1,0
S02484,U0209,2025-08-14,/blog,twitter,test-q3,7,0
S02485,U0214,2025-08-14,/demo,,,2,0
S02486,U0311,2025-08-14,/enterprise,,,1,0
S02487,U0424,2025-08-14,/enterprise,google,brand-q3,5,0
S02488,U0425,2025-08-14,/enterprise,google,brand-q3,6,0
S02489,U0475,2025-08-14,/blog,twitter,test-q3,7,0
S02490,U0054,2025-08-14,/pricing,linkedin,abm-q3,10,0
S02491,U0058,2025-08-14,/enterprise,google,exp-q3,6,0
S02492,U0174,2025-08-14,/pricing,linkedin,cxo-q3,8,0
S02493,U0050,2025-08-14,/demo,google,demo-q3,8,1
S02494,U0252,2025-08-14,/pricing,linkedin,abm-q3,6,0
S02495,U0228,2025-08-14,/demo,twitter,test-q3,5,0
S02496,U0305,2025-08-14,/,google,exp-q3,3,0
S02497,U0014,2025-08-14,/pricing,facebook,retarget-q3,10,0
S02498,U0150,2025-08-14,/demo,google,exp-q3,10,0
S02499,U0244,2025-08-14,/enterprise,twitter,test-q3,5,0
S02500,U0413,2025-08-14,/enterprise,google,exp-q3,3,0
S02501,U0440,2025-08-14,/solutions,linkedin,abm-q3,4,0
S02502,U0109,2025-08-14,/blog,linkedin,abm-q3,3,0
S02503,U0133,2025-08-14,/demo,,,9,0
S02504,U0317,2025-08-14,/pricing,facebook,retarget-q3,3,0
S02505,U0161,2025-08-15,/blog,facebook,retarget-q3,7,1
S02506,U0249,2025-08-15,/enterprise,google,exp-q3,9,0
S02507,U0248,2025-08-15,/solutions,google,brand-q3,2,0
S02508,U0159,2025-08-15,/pricing,linkedin,cxo-q3,3,0
S02509,U0399,2025-08-15,/enterprise,google,demo-q3,4,0
S02510,U0236,2025-08-15,/blog,google,brand-q3,9,1
S02511,U0380,2025-08-15,/pricing,facebook,retarget-q3,1,0
S02512,U0051,2025-08-15,/demo,,,2,0
S02513,U0493,2025-08-15,/blog,,,2,2
S02514,U0029,2025-08-15,/solutions,organic,,9,0
S02515,U0132,2025-08-15,/enterprise,google,exp-q3,4,0
S02516,U0368,2025-08-15,/solutions,google,exp-q3,1,2
S02517,U0137,2025-08-15,/blog,linkedin,abm-q3,2,0
S02518,U0376,2025-08-15,/,google,exp-q3,9,0
S02519,U0107,2025-08-15,/pricing,linkedin,cxo-q3,10,0
S02520,U0245,2025-08-15,/solutions,google,demo-q3,9,1
S02521,U0027,2025-08-15,/demo,google,demo-q3,4,0
S02522,U0227,2025-08-15,/,twitter,test-q3,4,0
S02523,U0302,2025-08-15,/pricing,organic,,8,0
S02524,U0005,2025-08-15,/blog,facebook,top-q3,2,0
S02525,U0227,2025-08-15,/enterprise,linkedin,cxo-q3,10,0
S02526,U0315,2025-08-15,/solutions,google,brand-q3,5,0
S02527,U0308,2025-08-15,/demo,twitter,test-q3,3,0
S02528,U0248,2025-08-15,/blog,linkedin,abm-q3,5,0
S02529,U0273,2025-08-15,/pricing,facebook,retarget-q3,5,0
S02530,U0258,2025-08-15,/demo,twitter,test-q3,2,2
S02531,U0485,2025-08-15,/pricing,twitter,test-q3,1,0
S02532,U0499,2025-08-15,/blog,twitter,test-q3,8,0
S02533,U0034,2025-08-15,/solutions,linkedin,abm-q3,2,1
S02534,U0227,2025-08-15,/demo,,,3,0
S02535,U0056,2025-08-15,/pricing,linkedin,cxo-q3,5,0
S02536,U0164,2025-08-15,/blog,twitter,test-q3,2,0
S02537,U0475,2025-08-15,/blog,linkedin,cxo-q3,10,0
S02538,U0166,2025-08-15,/pricing,linkedin,cxo-q3,7,0
S02539,U0437,2025-08-15,/pricing,organic,,3,0
S02540,U0265,2025-08-15,/solutions,organic,,7,0
S02541,U0138,2025-08-15,/pricing,linkedin,abm-q3,8,1
S02542,U0428,2025-08-15,/demo,facebook,retarget-q3,3,0
S02543,U0373,2025-08-15,/demo,facebook,retarget-q3,8,0
S02544,U0289,2025-08-15,/solutions,facebook,top-q3,1,0
S02545,U0207,2025-08-15,/,facebook,top-q3,6,0
S02546,U0072,2025-08-15,/solutions,linkedin,abm-q3,1,0
S02547,U0104,2025-08-15,/pricing,linkedin,abm-q3,5,0
S02548,U0013,2025-08-15,/demo,facebook,top-q3,7,0
S02549,U0287,2025-08-15,/enterprise,linkedin,cxo-q3,4,0
S02550,U0226,2025-08-15,/demo,google,demo-q3,2,0
S02551,U0167,2025-08-15,/enterprise,twitter,test-q3,10,0
S02552,U0498,2025-08-15,/,facebook,top-q3,8,0
S02553,U0311,2025-08-15,/blog,facebook,top-q3,1,0
S02554,U0328,2025-08-15,/demo,linkedin,abm-q3,9,0
S02555,U0473,2025-08-15,/demo,google,demo-q3,8,0
S02556,U0384,2025-08-15,/,facebook,retarget-q3,7,0
S02557,U0448,2025-08-15,/pricing,organic,,5,0
S02558,U0288,2025-08-15,/,twitter,test-q3,4,0
S02559,U0280,2025-08-15,/enterprise,linkedin,abm-q3,9,0
S02560,U0150,2025-08-15,/enterprise,google,brand-q3,3,0
S02561,U0035,2025-08-15,/enterprise,facebook,retarget-q3,6,1
S02562,U0229,2025-08-15,/enterprise,linkedin,cxo-q3,3,0
S02563,U0117,2025-08-15,/solutions,facebook,retarget-q3,6,0
S02564,U0498,2025-08-15,/enterprise,linkedin,abm-q3,5,0
S02565,U0478,2025-08-15,/,google,exp-q3,2,0
S02566,U0219,2025-08-15,/solutions,twitter,test-q3,1,0
S02567,U0468,2025-08-16,/blog,facebook,retarget-q3,1,0
S02568,U0017,2025-08-16,/blog,facebook,retarget-q3,9,0
S02569,U0295,2025-08-16,/demo,google,demo-q3,2,0
S02570,U0499,2025-08-16,/blog,google,demo-q3,9,0
S02571,U0263,2025-08-16,/,organic,,8,0
S02572,U0098,2025-08-16,/,facebook,top-q3,5,0
S02573,U0456,2025-08-16,/enterprise,google,exp-q3,6,0
S02574,U0332,2025-08-16,/blog,facebook,retarget-q3,8,0
S02575,U0355,2025-08-16,/enterprise,facebook,top-q3,1,0
S02576,U0151,2025-08-16,/,organic,,7,0
S02577,U0116,2025-08-16,/demo,facebook,top-q3,3,0
S02578,U0115,2025-08-16,/blog,facebook,retarget-q3,9,0
S02579,U0341,2025-08-16,/pricing,organic,,6,1
S02580,U0367,2025-08-16,/blog,google,exp-q3,4,0
S02581,U0106,2025-08-16,/demo,google,exp-q3,2,0
S02582,U0309,2025-08-16,/,google,exp-q3,9,0
S02583,U0036,2025-08-16,/demo,facebook,retarget-q3,4,0
S02584,U0104,2025-08-16,/demo,google,exp-q3,7,2
S02585,U0120,2025-08-16,/pricing,facebook,retarget-q3,1,0
S02586,U0461,2025-08-16,/solutions,google,demo-q3,7,0
S02587,U0445,2025-08-16,/enterprise,linkedin,cxo-q3,7,0
S02588,U0225,2025-08-16,/solutions,linkedin,cxo-q3,4,0
S02589,U0303,2025-08-16,/,google,demo-q3,3,0
S02590,U0297,2025-08-16,/enterprise,,,2,0
S02591,U0108,2025-08-16,/,twitter,test-q3,10,0
S02592,U0163,2025-08-16,/solutions,linkedin,cxo-q3,4,2
S02593,U0410,2025-08-16,/blog,facebook,retarget-q3,8,0
S02594,U0058,2025-08-16,/solutions,google,brand-q3,1,0
S02595,U0216,2025-08-16,/solutions,google,demo-q3,6,0
S02596,U0159,2025-08-16,/,facebook,top-q3,5,0
S02597,U0360,2025-08-16,/,facebook,top-q3,8,0
S02598,U0494,2025-08-16,/demo,facebook,retarget-q3,1,0
S02599,U0128,2025-08-16,/pricing,organic,,1,0
S02600,U0072,2025-08-17,/enterprise,twitter,test-q3,1,0
S02601,U0411,2025-08-17,/pricing,linkedin,abm-q3,6,0
S02602,U0422,2025-08-17,/pricing,facebook,top-q3,3,0
S02603,U0266,2025-08-17,/pricing,google,exp-q3,6,1
S02604,U0057,2025-08-17,/pricing,google,brand-q3,8,0
S02605,U0207,2025-08-17,/enterprise,facebook,retarget-q3,5,0
S02606,U0015,2025-08-17,/,facebook,retarget-q3,1,1
S02607,U0018,2025-08-17,/enterprise,google,exp-q3,7,0
S02608,U0194,2025-08-17,/blog,,,3,0
S02609,U0008,2025-08-17,/demo,linkedin,cxo-q3,2,0
S02610,U0034,2025-08-17,/,twitter,test-q3,8,2
S02611,U0439,2025-08-17,/blog,twitter,test-q3,3,1
S02612,U0415,2025-08-17,/enterprise,google,brand-q3,5,0
S02613,U0461,2025-08-17,/demo,google,exp-q3,6,0
S02614,U0188,2025-08-17,/blog,google,demo-q3,8,0
S02615,U0426,2025-08-17,/blog,linkedin,cxo-q3,3,0
S02616,U0067,2025-08-17,/pricing,linkedin,cxo-q3,2,0
S02617,U0368,2025-08-17,/solutions,linkedin,abm-q3,10,0
S02618,U0116,2025-08-17,/demo,google,exp-q3,5,0
S02619,U0499,2025-08-17,/solutions,organic,,9,0
S02620,U0453,2025-08-17,/demo,google,exp-q3,6,0
S02621,U0339,2025-08-17,/pricing,organic,,1,0
S02622,U0410,2025-08-17,/solutions,google,brand-q3,4,2
S02623,U0008,2025-08-17,/pricing,google,brand-q3,4,0
S02624,U0166,2025-08-17,/,organic,,8,0
S02625,U0177,2025-08-17,/pricing,organic,,7,0
S02626,U0110,2025-08-17,/solutions,organic,,5,0
S02627,U0061,2025-08-17,/enterprise,linkedin,abm-q3,9,1
S02628,U0173,2025-08-17,/pricing,linkedin,abm-q3,6,0
S02629,U0250,2025-08-17,/blog,twitter,test-q3,2,0
S02630,U0176,2025-08-17,/blog,linkedin,abm-q3,2,0
S02631,U0219,2025-08-17,/enterprise,google,brand-q3,9,0
S02632,U0117,2025-08-17,/solutions,google,demo-q3,2,0
S02633,U0152,2025-08-17,/pricing,facebook,retarget-q3,5,0
S02634,U0284,2025-08-17,/,,,3,0
S02635,U0482,2025-08-17,/blog,linkedin,cxo-q3,3,0
S02636,U0114,2025-08-17,/,linkedin,cxo-q3,6,0
S02637,U0400,2025-08-17,/pricing,organic,,9,0
S02638,U0410,2025-08-17,/blog,facebook,retarget-q3,9,0
S02639,U0086,2025-08-18,/demo,google,exp-q3,2,0
S02640,U0326,2025-08-18,/enterprise,organic,,4,0
S02641,U0385,2025-08-18,/enterprise,google,exp-q3,9,1
S02642,U0313,2025-08-18,/solutions,linkedin,cxo-q3,5,0
S02643,U0497,2025-08-18,/solutions,linkedin,abm-q3,7,1
S02644,U0498,2025-08-18,/solutions,twitter,test-q3,8,0
S02645,U0370,2025-08-18,/demo,google,brand-q3,2,0
S02646,U0285,2025-08-18,/enterprise,linkedin,abm-q3,4,1
S02647,U0314,2025-08-18,/blog,google,demo-q3,1,0
S02648,U0072,2025-08-18,/pricing,twitter,test-q3,3,0
S02649,U0414,2025-08-18,/pricing,facebook,top-q3,3,0
S02650,U0201,2025-08-18,/blog,linkedin,cxo-q3,4,0
S02651,U0037,2025-08-18,/pricing,linkedin,abm-q3,3,1
S02652,U0064,2025-08-18,/enterprise,organic,,3,0
S02653,U0073,2025-08-18,/enterprise,linkedin,abm-q3,6,0
S02654,U0061,2025-08-18,/blog,linkedin,abm-q3,9,0
S02655,U0322,2025-08-18,/blog,twitter,test-q3,4,0
S02656,U0153,2025-08-18,/,,,10,0
S02657,U0037,2025-08-18,/enterprise,facebook,retarget-q3,5,1
S02658,U0021,2025-08-18,/solutions,linkedin,abm-q3,2,0
S02659,U0219,2025-08-18,/blog,google,exp-q3,8,0
S02660,U0116,2025-08-18,/blog,google,demo-q3,2,2
S02661,U0309,2025-08-18,/blog,facebook,retarget-q3,4,1
S02662,U0341,2025-08-18,/solutions,facebook,top-q3,7,0
S02663,U0054,2025-08-18,/demo,linkedin,abm-q3,5,0
S02664,U0169,2025-08-18,/solutions,linkedin,abm-q3,6,0
S02665,U0052,2025-08-18,/enterprise,twitter,test-q3,4,0
S02666,U0114,2025-08-18,/blog,facebook,top-q3,5,0
S02667,U0400,2025-08-18,/enterprise,twitter,test-q3,9,0
S02668,U0290,2025-08-18,/solutions,organic,,9,1
S02669,U0342,2025-08-18,/solutions,google,brand-q3,10,0
S02670,U0430,2025-08-18,/enterprise,google,demo-q3,10,0
S02671,U0495,2025-08-18,/pricing,facebook,retarget-q3,10,0
S02672,U0463,2025-08-18,/blog,facebook,top-q3,7,0
S02673,U0021,2025-08-18,/demo,twitter,test-q3,8,0
S02674,U0268,2025-08-18,/,facebook,top-q3,7,0
S02675,U0014,2025-08-18,/pricing,organic,,3,0
S02676,U0485,2025-08-18,/demo,google,demo-q3,5,1
S02677,U0411,2025-08-18,/,twitter,test-q3,5,0
S02678,U0350,2025-08-18,/demo,facebook,retarget-q3,4,0
S02679,U0402,2025-08-18,/,facebook,retarget-q3,8,0
S02680,U0326,2025-08-18,/demo,google,exp-q3,4,0
S02681,U0443,2025-08-18,/blog,facebook,retarget-q3,7,0
S02682,U0400,2025-08-18,/pricing,twitter,test-q3,2,0
